"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN"	"LRN_det"	"LRR"	"LRR_det"	"DH"	"DH_det"	"PN"	"PN_det"	"PR"	"PR_det"	"PD"	"PD_det"	"ZNIEFF"
"Criquet des friches  ( Omocestus petraeus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66086	"Omocestus petraeus"	"Omocestus petraeus (Brisout de Barneville, 1856)"	"Criquet des friches"			"EN"	"B2ab(iii) (-1)"									"Continentale – Massif central : Déterminante"
"Criquet des garrigues  ( Omocestus raymondi )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66087	"Omocestus raymondi"	"Omocestus raymondi (Yersin, 1863)"	"Criquet des garrigues"			"EN"	"B2ab(iii) (-1)"									"Continentale – Massif central : Déterminante"
"Criquet noir-ébène  ( Omocestus rufipes )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66088	"Omocestus rufipes"	"Omocestus rufipes (Zetterstedt, 1821)"	"Criquet noir-ébène"			"LC"	""									
"Criquet verdelet  ( Omocestus viridulus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66090	"Omocestus viridulus"	"Omocestus viridulus (Linnaeus, 1758)"	"Criquet verdelet, Criquet smaragdin"			"LC"	""									
"Sténobothre nain  ( Stenobothrus stigmaticus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66103	"Stenobothrus stigmaticus"	"Stenobothrus stigmaticus (Rambur, 1838)"	"Sténobothre nain"			"LC"	""									
"Gomphocère roux  ( Gomphocerippus rufus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66114	"Gomphocerippus rufus"	"Gomphocerippus rufus (Linnaeus, 1758)"	"Gomphocère roux, Gomphocère, Gomphocère fauve"			"LC"	""									
"Criquet tacheté  ( Myrmeleotettix maculatus maculatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66122	"Myrmeleotettix maculatus maculatus"	"Myrmeleotettix maculatus maculatus (Thunberg, 1815)"	"Criquet tacheté"			"LC"	""									"Continentale – Massif central : Déterminante"
"-  ( Chorthippus brunneus brunneus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66140	"Chorthippus brunneus brunneus"	"Chorthippus brunneus brunneus (Thunberg, 1815)"	""			"LC"	""									
"-  ( Chorthippus biguttulus biguttulus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66142	"Chorthippus biguttulus biguttulus"	"Chorthippus biguttulus biguttulus (Linnaeus, 1758)"	""			"LC"	""									
"Criquet marginé  ( Chorthippus albomarginatus albomarginatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66158	"Chorthippus albomarginatus albomarginatus"	"Chorthippus albomarginatus albomarginatus (De Geer, 1773)"	"Criquet marginé"			"LC"	""									
"Criquet verte-échine  ( Chorthippus dorsatus dorsatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66160	"Chorthippus dorsatus dorsatus"	"Chorthippus dorsatus dorsatus (Zetterstedt, 1821)"	"Criquet verte-échine"			"LC"	""									
"Criquet des mouillères  ( Euchorthippus declivus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66173	"Euchorthippus declivus"	"Euchorthippus declivus (Brisout de Barneville, 1848)"	"Criquet des mouillères, Criquet des Bromes"			"LC"	""									
"OEdipode stridulante  ( Psophus stridulus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66178	"Psophus stridulus"	"Psophus stridulus (Linnaeus, 1758)"	"OEdipode stridulante"			"CR"	"B2ab(iii)"									"Continentale – Massif central : Déterminante"
"Criquet migrateur  ( Locusta migratoria )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66181	"Locusta migratoria"	"Locusta migratoria (Linnaeus, 1758)"	"Criquet migrateur, Criquet voyageur, Criquet cendré, Criquet émigrant, Fraterelle de passage, Locuste, Sauterelle de passage, Oedipode voyageuse"			"NA"	""									
"Oedipode soufrée  ( Oedaleus decorus decorus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66187	"Oedaleus decorus decorus"	"Oedaleus decorus (Germar, 1825)"	"Oedipode soufrée"			"VU"	"B2a + D1"									"Continentale – Massif central : Déterminante"
"Oedipode aigue-marine  ( Sphingonotus caerulans )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66200	"Sphingonotus caerulans"	"Sphingonotus caerulans (Linnaeus, 1767)"	"Oedipode aigue-marine, Criquet à ailes bleues, Oedipode Azurée"			"NT"	"pr. B2b(iii)"									"Continentale – Massif central : Déterminante"
"OEdipode framboisine  ( Acrotylus fischeri )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66211	"Acrotylus fischeri"	"Acrotylus fischeri Azam, 1901"	"OEdipode framboisine, Oedipode de Fischer"													"Continentale – Massif central : Déterminante"
"Criquet égyptien  ( Anacridium aegyptium )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66262	"Anacridium aegyptium"	"Anacridium aegyptium (Linnaeus, 1764)"	"Criquet égyptien"			"NA"	""									"Continentale – Massif central : Selon les résultats de la zone méditer-ranéenne"
